jobTitle,salary
ML Engineer,256000
Principal Data Scientist,209587.3333
Machine Learning Infrastructure Engineer,195000
Principal Data Engineer,192500
Lead Data Engineer,179720
Machine Learning Scientist,172500
Lead Data Analyst,170000
Principal Data Analyst,170000
Director of Data Science,168000
Data Specialist,165000
